conversation_id,ticket_id,customer_id,order_id,behavior,category,tone,turns,resolved,created_at
b0fec202-8da3-400f-959d-d0230b730b5a,dfbfeeec-e60d-4ae2-9038-e18a68a4aa05,4c93744516667ad3b8f1fb645a3116a4,534c2e38-22db-4491-88e8-961624b7e762,fraud,ACCOUNT,insistent,"[{'role': 'customer', 'text': ""I'd like to omdify my fucking account where to do it""}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 3dc861)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': ""I don't understand why this needs review, just process it now.""}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 5bb2d1)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'system', 'text': '[ESCALATED_TO_HUMAN]', 'meta': {'reason': 'fraud_review'}}]",False,2026-07-23
ce807c5e-6799-4609-b090-c66718b3a8f2,8e969e88-0f77-4a92-892a-2cf48ecf202e,4c93744516667ad3b8f1fb645a3116a4,b0013025-9e6e-45cf-b7dc-4150b8d39976,fraud,SHIPPING_DELAY,insistent,"[{'role': 'customer', 'text': ""I'd like to know about the delivery time of my order will ya give me some information""}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft 4119b0)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': ""I don't understand why this needs review, just process it now.""}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft 11e938)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-15
28484ae6-c9d1-4f83-bc55-fd4fa0023c25,3b0993f4-b45a-4f60-ac67-fb94aad9de26,4c93744516667ad3b8f1fb645a3116a4,ac11710d-dd8e-455c-8933-d08b575eccbd,fraud,DAMAGED_ITEM,insistent,"[{'role': 'customer', 'text': 'The item I received is damaged, I have photos.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 3f92f2)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': ""I don't understand why this needs review, just process it now.""}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 912746)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-04
3a794d73-68d7-4deb-9760-2892d117ef8f,d7e5f87d-0b16-42d9-b411-c11746beb857,addec96d2e059c80c30fe6871d30d177,f29cc449-229f-43ad-9a36-c583b28493dd,existing,ACCOUNT,neutral,"[{'role': 'customer', 'text': ""I'd like to update my profile, I need help""}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 103f95)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': 'Alright, and how long will that take?'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft a2476c)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-14
10c05696-56a1-4651-8d3e-26627e07b621,3777fba3-6b20-4906-94ec-eb815f63d7bb,918dc87cd72cd9f6ed4bd442ed785235,5692557f-be4b-47a2-a585-74490db4ab9d,new,DAMAGED_ITEM,polite,"[{'role': 'customer', 'text': 'The item I received is damaged, I have photos.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft a2ac9d)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': 'Oh okay, thank you for explaining.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 700698)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-16
12b87167-d2e6-42f1-bb10-08e960b6816a,308f5edf-3e0e-4296-845c-192767648e38,918dc87cd72cd9f6ed4bd442ed785235,0c7dd635-a1bb-4a95-9b99-f73d74e4a994,new,ACCOUNT,polite,"[{'role': 'customer', 'text': 'my account has been stolen, I want assistance to recover my fucking password'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 066dad)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': 'Oh okay, thank you for explaining.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 15ae86)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'system', 'text': '[ESCALATED_TO_HUMAN]', 'meta': {'reason': 'guardrail_tier2_failure_or_policy_limit'}}]",False,2026-07-20
eb8d5972-c10d-4db0-ae00-8d1f2f9ca26a,bcd142b6-262a-4f80-adab-e8890d17cada,295c05e81917928d76245e842748184d,aa6b9e01-1fe9-4afa-b1be-4c20ba2cc85f,new,PAYMENT_ISSUE,polite,"[{'role': 'customer', 'text': 'im looking for information about ur payment options where can i get it'}, {'role': 'agent', 'text': ""Let me pull up that order for you. Based on the latest tracking and delivery estimate, here's the current status and what to expect next. (offline draft 8c835c)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-07
0c935e97-3c36-483d-85ab-92070b089ded,03b25901-765d-4d59-9edf-f85e6df09803,b6e99561fe6f34a55b0b7da92f8ed775,d830a4e7-6787-430c-9e39-30eb94f335eb,fraud,ORDER_STATUS,insistent,"[{'role': 'customer', 'text': ""I'd like to modfy my online order before ya send it will ya help me""}, {'role': 'agent', 'text': ""Let me pull up that order for you. Based on the latest tracking and delivery estimate, here's the current status and what to expect next. (offline draft 91c8c5)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-14
1776cdd9-4fc6-4fd3-955b-dac4192cbcfe,3c72cda7-b8ba-43c0-a3e9-099a41a7c2ab,b6e99561fe6f34a55b0b7da92f8ed775,d22ec9e0-e392-4b6b-81ee-8f4cce0a6577,fraud,ACCOUNT,insistent,"[{'role': 'customer', 'text': 'i have to check the purchase histor can uhelp me'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 412b24)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': 'Can you just make an exception this once?'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft c3bac5)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-24
913bb38b-f5d2-4818-9bda-d42eb9e3b209,29d38454-644e-46c3-ae92-dad57dc0e02d,b6e99561fe6f34a55b0b7da92f8ed775,6c7745d5-9d74-4cd9-981d-61b0d8189ce3,fraud,DAMAGED_ITEM,insistent,"[{'role': 'customer', 'text': 'The item I received is damaged, I have photos.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 3f92f2)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': ""I don't understand why this needs review, just process it now.""}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 912746)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-06-27
ba951d77-d3a1-4c05-97f5-006ba1643e67,34ae5791-cf27-4839-9a4b-f22e41a64a99,b6e99561fe6f34a55b0b7da92f8ed775,e608659a-33de-43ff-9aae-8dc3a0e9ea23,fraud,FRAUD_REVIEW,insistent,"[{'role': 'customer', 'text': 'Why is my account restricted? I need my refund processed now.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft fac878)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': 'Can you just make an exception this once?'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft c1cd4a)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'system', 'text': '[ESCALATED_TO_HUMAN]', 'meta': {'reason': 'fraud_review'}}]",False,2026-06-13
a7529f63-9e8a-4286-9a72-a57d58850fe8,2bf1d934-e6a2-4ae3-9706-82b6e08dff5c,b6e99561fe6f34a55b0b7da92f8ed775,aba5a427-340f-4cfa-a0fb-82e800fb7fcf,fraud,REFUND,insistent,"[{'role': 'customer', 'text': 'Requesting a refund - item was wrong.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 0b2644)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-04
88b945b9-a243-46c2-b96e-cdd0b0fa70cd,5975438d-21f5-417b-b70c-549f1039520d,b6e99561fe6f34a55b0b7da92f8ed775,151303f5-cc85-4f04-82ca-815579582b83,fraud,ORDER_STATUS,insistent,"[{'role': 'customer', 'text': 'i want help to find my online order'}, {'role': 'agent', 'text': ""Let me pull up that order for you. Based on the latest tracking and delivery estimate, here's the current status and what to expect next. (offline draft e289e1)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': ""I don't understand why this needs review, just process it now.""}, {'role': 'agent', 'text': ""Let me pull up that order for you. Based on the latest tracking and delivery estimate, here's the current status and what to expect next. (offline draft 24b2f8)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-14
6154f516-e7e4-4adc-9b68-374430054655,d81cf19f-2bc8-462b-b17c-42d29dfe8ddd,e607ede0e63436308660236f5a52da5e,394b36f5-1472-4a32-8836-f6e5e1575241,fraud,DAMAGED_ITEM,insistent,"[{'role': 'customer', 'text': 'The item I received is damaged, I have photos.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 3f92f2)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': ""I don't understand why this needs review, just process it now.""}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 912746)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-06-09
220de5c5-4beb-4d52-ac42-c045f74a126e,f6f1e744-d4da-4047-8cf4-69739d3c7370,e607ede0e63436308660236f5a52da5e,4e614316-853f-4130-8ddd-31e32485b9df,fraud,PAYMENT_ISSUE,insistent,"[{'role': 'customer', 'text': 'i cant make transfers i awnt help reporting fucking payment issues'}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft eee5a6)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': 'Can you just make an exception this once?'}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft f36c1c)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-06-04
7341d25a-9e54-44a2-9997-201f8a39eab8,e4dc8d21-4d19-4cf0-bfe0-c3b4a8da2ecd,e607ede0e63436308660236f5a52da5e,a5353aab-5fc4-40fd-b606-e8f67f31d978,fraud,REFUND,insistent,"[{'role': 'customer', 'text': 'Requesting a refund - item was wrong.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 0b2644)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': ""I don't understand why this needs review, just process it now.""}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 310eac)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-06-30
1d82841a-c835-47a9-b7bb-060b713dab93,48e7f080-246c-411e-a053-5d3142ebd475,e607ede0e63436308660236f5a52da5e,5b343faa-3da0-4f1c-aa94-47bf40585008,fraud,REFUND,insistent,"[{'role': 'customer', 'text': 'Requesting a refund - item was wrong.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 0b2644)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': 'Can you just make an exception this once?'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 69c211)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-22
8d088379-a3dc-425b-826a-350e912a1401,32bee441-9def-404b-882a-d1e05d9e1544,a96d5cfa0d3181817e2b946f921ea021,26096547-e3a3-4b28-aa58-a3efd16d6b11,existing,REFUND,neutral,"[{'role': 'customer', 'text': 'Requesting a refund - item was wrong.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 915c85)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': 'Same as last time I guess.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 261f7c)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-06-16
a4a0b567-e677-4d8f-91ac-8162c3483f7e,61d585df-35d5-49b6-8329-aeaf12944b6c,ef07ba9aa5226f77264ffa5762b2280b,19125648-4fdc-49b7-a52e-09d7e0bd72df,fraud,SHIPPING_DELAY,insistent,"[{'role': 'customer', 'text': 'a product in my delivery is daaged, I want to report it'}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft 6918e7)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'system', 'text': '[ESCALATED_TO_HUMAN]', 'meta': {'reason': 'fraud_review'}}]",False,2026-06-23
d79a4d3f-9fb6-4377-86ee-095f05a64877,e27da547-2c74-4eef-bafb-90645d52260a,ef07ba9aa5226f77264ffa5762b2280b,6b93eaab-11be-425b-976f-0ed5e7853567,fraud,SHIPPING_DELAY,insistent,"[{'role': 'customer', 'text': 'would you give me information about the delivery time?'}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft 091260)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': ""I don't understand why this needs review, just process it now.""}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft 11e938)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-06-19
fd01f38b-a608-46be-ba4b-34944464e337,56e7d982-1fa4-4806-83e8-49a51f04f5ad,ef07ba9aa5226f77264ffa5762b2280b,334db6ed-f60d-46a0-9cce-b48d46db8a0c,fraud,CANCELLATION,insistent,"[{'role': 'customer', 'text': 'I need to cancel my order, I just placed it by mistake.'}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft a2d40b)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-17
21e2652c-3c88-4af5-b1dd-f7e78c3c2a53,b7a4e3b6-9035-48ae-8267-1f8440559628,86085586aaa8c5f47ed0b400da64c59d,98d38e57-5261-4413-82c8-f2fd26946dab,existing,REFUND,neutral,"[{'role': 'customer', 'text': 'Requesting a refund - item was wrong.'}, {'role': 'agent', 'text': ""Thanks for reaching out about your refund. I've checked your order and our returns policy; here's where things stand and the next step I can take for you. (offline draft 915c85)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-05
13cc937e-741a-46b8-90b6-b5ffc4a076d5,df4f73e7-c1e5-4a8d-9bcb-f606f03048ec,5ad58a4e6a1a656b6bed070cadbaa003,d4a35486-9c52-4ca7-8246-45317bfa9e12,new,PAYMENT_ISSUE,polite,"[{'role': 'customer', 'text': 'i have to pay with a fuckingdebit card help me'}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft a377e1)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-17
6d881e08-650b-4615-868d-e8337befb254,69ec6a02-c0e6-42cd-a80a-884bbe0b0367,66cc90195ca44cc7ac6a1cd0e1e1e7b2,7ce98b3f-97f4-404f-a427-a7b316171652,new,ORDER_STATUS,polite,"[{'role': 'customer', 'text': 'i want help modifying my order before usend it'}, {'role': 'agent', 'text': ""Let me pull up that order for you. Based on the latest tracking and delivery estimate, here's the current status and what to expect next. (offline draft 9ae4fa)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-03
9673eae0-52e7-4f3a-805b-108254a9eeda,60b98291-5d5f-4e0d-bab6-7b71886bc1b2,91ec50a00ae74d0a229d2efdf4344e1e,4c7b5557-ec4f-4de9-92c4-ecada7fbc8a0,new,CANCELLATION,polite,"[{'role': 'customer', 'text': 'I need to cancel my order, I just placed it by mistake.'}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft c0140b)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}, {'role': 'customer', 'text': 'Got it, what should I do next?'}, {'role': 'agent', 'text': ""Thanks for reaching out — I've reviewed your account and our policies, and here's how I can help with that. (offline draft 78562e)"", 'meta': {'expected_context': ['case_state', 'kb_retrieval', 'segment_policy'], 'generated_by': 'offline'}}]",True,2026-07-15
